chrName	start	end	readsNum	baseCount	areaLen	rates
ref|NC_001133|	77000	78000	544	1000	1000	1.0000000
ref|NC_001133|	78000	79000	548	1000	1000	1.0000000
ref|NC_001133|	79000	80000	450	1000	1000	1.0000000
ref|NC_001133|	80000	81000	496	1000	1000	1.0000000
ref|NC_001133|	81000	82000	440	1000	1000	1.0000000
ref|NC_001133|	82000	83000	499	1000	1000	1.0000000
ref|NC_001133|	83000	84000	536	1000	1000	1.0000000
ref|NC_001133|	84000	85000	546	1000	1000	1.0000000
ref|NC_001133|	85000	86000	533	1000	1000	1.0000000
ref|NC_001133|	86000	87000	513	1000	1000	1.0000000
ref|NC_001133|	87000	88000	416	1000	1000	1.0000000
ref|NC_001133|	88000	89000	526	1000	1000	1.0000000
ref|NC_001133|	89000	90000	482	1000	1000	1.0000000
ref|NC_001133|	90000	91000	587	1000	1000	1.0000000
ref|NC_001133|	91000	92000	507	1000	1000	1.0000000
ref|NC_001133|	92000	93000	410	1000	1000	1.0000000
ref|NC_001133|	93000	94000	576	1000	1000	1.0000000
ref|NC_001133|	94000	95000	483	1000	1000	1.0000000
ref|NC_001133|	95000	96000	422	1000	1000	1.0000000
ref|NC_001133|	96000	97000	452	1000	1000	1.0000000
ref|NC_001133|	97000	98000	519	1000	1000	1.0000000
ref|NC_001133|	98000	99000	541	1000	1000	1.0000000
ref|NC_001133|	99000	100000	496	1000	1000	1.0000000
ref|NC_001133|	100000	101000	508	1000	1000	1.0000000
ref|NC_001133|	101000	102000	428	1000	1000	1.0000000
ref|NC_001133|	102000	103000	565	1000	1000	1.0000000
ref|NC_001133|	103000	104000	637	1000	1000	1.0000000
ref|NC_001133|	104000	105000	602	1000	1000	1.0000000
ref|NC_001133|	105000	106000	646	1000	1000	1.0000000
ref|NC_001133|	106000	107000	619	1000	1000	1.0000000
ref|NC_001133|	107000	108000	802	1000	1000	1.0000000
ref|NC_001133|	108000	109000	682	1000	1000	1.0000000
ref|NC_001133|	109000	110000	753	1000	1000	1.0000000
ref|NC_001133|	110000	111000	601	995	1000	0.9950000
ref|NC_001133|	111000	112000	799	1000	1000	1.0000000
ref|NC_001133|	112000	113000	737	1000	1000	1.0000000
ref|NC_001133|	113000	114000	636	1000	1000	1.0000000
ref|NC_001133|	114000	115000	736	1000	1000	1.0000000
ref|NC_001133|	115000	116000	802	1000	1000	1.0000000
ref|NC_001133|	116000	117000	839	1000	1000	1.0000000
ref|NC_001133|	117000	118000	696	1000	1000	1.0000000
ref|NC_001133|	118000	119000	474	1000	1000	1.0000000
ref|NC_001133|	119000	120000	546	1000	1000	1.0000000
ref|NC_001133|	120000	121000	659	1000	1000	1.0000000
ref|NC_001133|	121000	122000	722	1000	1000	1.0000000
ref|NC_001133|	122000	123000	680	1000	1000	1.0000000
ref|NC_001133|	123000	124000	743	1000	1000	1.0000000
ref|NC_001133|	124000	125000	483	1000	1000	1.0000000
ref|NC_001133|	125000	126000	662	1000	1000	1.0000000
ref|NC_001133|	126000	127000	560	1000	1000	1.0000000
ref|NC_001133|	127000	128000	631	1000	1000	1.0000000
ref|NC_001133|	128000	129000	518	1000	1000	1.0000000
ref|NC_001133|	129000	130000	658	1000	1000	1.0000000
ref|NC_001133|	130000	131000	632	1000	1000	1.0000000
ref|NC_001133|	131000	132000	649	1000	1000	1.0000000
ref|NC_001133|	132000	133000	606	1000	1000	1.0000000
ref|NC_001133|	133000	134000	664	1000	1000	1.0000000
ref|NC_001133|	134000	135000	534	1000	1000	1.0000000
ref|NC_001133|	135000	136000	621	1000	1000	1.0000000
ref|NC_001133|	136000	137000	568	1000	1000	1.0000000
ref|NC_001133|	137000	138000	510	1000	1000	1.0000000
ref|NC_001133|	138000	139000	382	1000	1000	1.0000000
ref|NC_001133|	139000	140000	472	1000	1000	1.0000000
ref|NC_001133|	140000	141000	863	999	1000	0.9990000
ref|NC_001133|	141000	142000	441	967	1000	0.9670000
ref|NC_001133|	142000	143000	355	1000	1000	1.0000000
ref|NC_001133|	143000	144000	356	1000	1000	1.0000000
ref|NC_001133|	144000	145000	523	1000	1000	1.0000000
ref|NC_001133|	145000	146000	539	1000	1000	1.0000000
ref|NC_001133|	146000	147000	446	1000	1000	1.0000000
ref|NC_001133|	147000	148000	393	1000	1000	1.0000000
ref|NC_001133|	148000	149000	437	1000	1000	1.0000000
ref|NC_001133|	149000	150000	581	1000	1000	1.0000000
ref|NC_001133|	150000	151000	498	1000	1000	1.0000000
ref|NC_001133|	151000	152000	266	1000	1000	1.0000000
ref|NC_001133|	152000	153000	422	998	1000	0.9980000
ref|NC_001133|	153000	154000	538	1000	1000	1.0000000
ref|NC_001133|	154000	155000	415	1000	1000	1.0000000
ref|NC_001133|	155000	156000	480	1000	1000	1.0000000
ref|NC_001133|	156000	157000	387	948	1000	0.9480000
ref|NC_001133|	157000	158000	668	1000	1000	1.0000000
ref|NC_001133|	158000	159000	623	1000	1000	1.0000000
ref|NC_001133|	159000	160000	540	1000	1000	1.0000000
ref|NC_001133|	160000	161000	301	662	1000	0.6620000
ref|NC_001133|	161000	162000	0	0	1000	0.0000000
ref|NC_001133|	162000	163000	3	209	1000	0.2090000
ref|NC_001133|	163000	164000	16	280	1000	0.2800000
ref|NC_001133|	164000	165000	38	302	1000	0.3020000
ref|NC_001133|	165000	166000	1	151	1000	0.1510000
ref|NC_001133|	166000	167000	318	842	1000	0.8420000
ref|NC_001133|	167000	168000	636	1000	1000	1.0000000
ref|NC_001133|	168000	169000	600	1000	1000	1.0000000
ref|NC_001133|	169000	170000	555	1000	1000	1.0000000
ref|NC_001133|	170000	171000	520	1000	1000	1.0000000
ref|NC_001133|	171000	172000	393	896	1000	0.8960000
ref|NC_001133|	172000	173000	469	1000	1000	1.0000000
ref|NC_001133|	173000	174000	545	1000	1000	1.0000000
ref|NC_001133|	174000	175000	577	1000	1000	1.0000000
ref|NC_001133|	175000	176000	481	1000	1000	1.0000000
ref|NC_001133|	176000	177000	333	1000	1000	1.0000000
ref|NC_001133|	177000	178000	648	1000	1000	1.0000000
ref|NC_001133|	178000	179000	581	998	1000	0.9980000
ref|NC_001133|	179000	180000	470	906	1000	0.9060000
ref|NC_001133|	180000	181000	174	539	1000	0.5390000
ref|NC_001133|	181000	182000	427	914	1000	0.9140000
ref|NC_001133|	182000	183000	314	731	1000	0.7310000
ref|NC_001133|	183000	184000	363	794	1000	0.7940000
ref|NC_001133|	184000	185000	780	1000	1000	1.0000000
ref|NC_001133|	185000	186000	926	1000	1000	1.0000000
ref|NC_001133|	186000	187000	323	545	1000	0.5450000
ref|NC_001133|	187000	188000	180	346	1000	0.3460000
ref|NC_001133|	188000	189000	450	771	1000	0.7710000
ref|NC_001133|	189000	190000	140	566	1000	0.5660000
ref|NC_001133|	190000	191000	732	1000	1000	1.0000000
ref|NC_001133|	191000	192000	954	1000	1000	1.0000000
ref|NC_001133|	192000	193000	775	971	1000	0.9710000
ref|NC_001133|	193000	194000	1035	1000	1000	1.0000000
ref|NC_001133|	194000	195000	1131	1000	1000	1.0000000
ref|NC_001133|	195000	196000	1024	1000	1000	1.0000000
ref|NC_001133|	196000	197000	419	910	1000	0.9100000
ref|NC_001133|	197000	198000	319	611	1000	0.6110000
ref|NC_001133|	198000	199000	151	657	1000	0.6570000
ref|NC_001133|	199000	200000	0	0	1000	0.0000000
ref|NC_001133|	200000	201000	1	151	1000	0.1510000
ref|NC_001133|	201000	202000	0	0	1000	0.0000000
ref|NC_001133|	202000	203000	33	275	1000	0.2750000
ref|NC_001133|	203000	204000	166	748	1000	0.7480000
ref|NC_001133|	204000	205000	2	20	1000	0.0200000
ref|NC_001133|	205000	206000	3	151	1000	0.1510000
ref|NC_001133|	206000	207000	211	409	1000	0.4090000
ref|NC_001133|	207000	208000	230	582	1000	0.5820000
ref|NC_001133|	208000	209000	2	206	1000	0.2060000
ref|NC_001133|	209000	210000	3	155	1000	0.1550000
ref|NC_001133|	210000	211000	1	151	1000	0.1510000
ref|NC_001133|	211000	212000	351	919	1000	0.9190000
ref|NC_001133|	212000	213000	340	995	1000	0.9950000
ref|NC_001133|	213000	214000	330	996	1000	0.9960000
ref|NC_001133|	214000	215000	284	991	1000	0.9910000
ref|NC_001133|	215000	216000	244	1000	1000	1.0000000
ref|NC_001133|	216000	217000	400	985	1000	0.9850000
ref|NC_001133|	217000	218000	356	1000	1000	1.0000000
ref|NC_001133|	218000	219000	378	1000	1000	1.0000000
ref|NC_001133|	219000	220000	937	1000	1000	1.0000000
ref|NC_001133|	220000	221000	525	802	1000	0.8020000
ref|NC_001133|	221000	222000	1010	1000	1000	1.0000000
ref|NC_001133|	222000	223000	907	1000	1000	1.0000000
ref|NC_001133|	223000	224000	477	1000	1000	1.0000000
ref|NC_001133|	224000	225000	604	945	1000	0.9450000
ref|NC_001133|	225000	226000	780	1000	1000	1.0000000
ref|NC_001133|	226000	227000	533	858	1000	0.8580000
ref|NC_001133|	227000	228000	2	158	1000	0.1580000
ref|NC_001133|	228000	229000	23	180	1000	0.1800000
ref|NC_001133|	229000	230000	0	0	1000	0.0000000
ref|NC_001133|	230000	230218	0	0	218	0.0000000
ref|NC_001134|	0	1000	693	708	1000	0.7080000
ref|NC_001134|	1000	2000	298	679	1000	0.6790000
ref|NC_001134|	2000	3000	528	837	1000	0.8370000
ref|NC_001134|	3000	4000	938	895	1000	0.8950000
ref|NC_001134|	4000	5000	1110	1000	1000	1.0000000
ref|NC_001134|	5000	6000	340	805	1000	0.8050000
ref|NC_001134|	6000	7000	161	415	1000	0.4150000
ref|NC_001134|	7000	8000	519	885	1000	0.8850000
ref|NC_001134|	8000	9000	328	978	1000	0.9780000
ref|NC_001134|	9000	10000	687	1000	1000	1.0000000
ref|NC_001134|	10000	11000	355	1000	1000	1.0000000
ref|NC_001134|	11000	12000	423	1000	1000	1.0000000
ref|NC_001134|	12000	13000	505	1000	1000	1.0000000
ref|NC_001134|	13000	14000	440	1000	1000	1.0000000
ref|NC_001134|	14000	15000	418	1000	1000	1.0000000
ref|NC_001134|	15000	16000	514	1000	1000	1.0000000
ref|NC_001134|	16000	17000	538	1000	1000	1.0000000
ref|NC_001134|	17000	18000	484	1000	1000	1.0000000
ref|NC_001134|	18000	19000	462	1000	1000	1.0000000
ref|NC_001134|	19000	20000	502	1000	1000	1.0000000
ref|NC_001134|	20000	21000	499	1000	1000	1.0000000
ref|NC_001134|	21000	22000	422	1000	1000	1.0000000
ref|NC_001134|	22000	23000	601	1000	1000	1.0000000
ref|NC_001134|	23000	24000	518	1000	1000	1.0000000
ref|NC_001134|	24000	25000	451	1000	1000	1.0000000
ref|NC_001134|	25000	26000	578	1000	1000	1.0000000
ref|NC_001134|	26000	27000	546	1000	1000	1.0000000
ref|NC_001134|	27000	28000	562	1000	1000	1.0000000
ref|NC_001134|	28000	29000	416	933	1000	0.9330000
ref|NC_001134|	29000	30000	282	797	1000	0.7970000
ref|NC_001134|	30000	31000	452	899	1000	0.8990000
ref|NC_001134|	31000	32000	1529	997	1000	0.9970000
ref|NC_001134|	32000	33000	1440	1000	1000	1.0000000
ref|NC_001134|	33000	34000	335	670	1000	0.6700000
ref|NC_001134|	34000	35000	1512	861	1000	0.8610000
ref|NC_001134|	35000	36000	335	393	1000	0.3930000
ref|NC_001134|	36000	37000	159	788	1000	0.7880000
ref|NC_001134|	37000	38000	533	1000	1000	1.0000000
ref|NC_001134|	38000	39000	515	1000	1000	1.0000000
ref|NC_001134|	39000	40000	602	1000	1000	1.0000000
ref|NC_001134|	40000	41000	451	1000	1000	1.0000000
ref|NC_001134|	41000	42000	725	1000	1000	1.0000000
ref|NC_001134|	42000	43000	709	1000	1000	1.0000000
ref|NC_001134|	43000	44000	545	1000	1000	1.0000000
ref|NC_001134|	44000	45000	597	1000	1000	1.0000000
ref|NC_001134|	45000	46000	423	1000	1000	1.0000000
ref|NC_001134|	46000	47000	459	1000	1000	1.0000000
ref|NC_001134|	47000	48000	601	1000	1000	1.0000000
ref|NC_001134|	48000	49000	627	1000	1000	1.0000000
ref|NC_001134|	49000	50000	516	1000	1000	1.0000000
ref|NC_001134|	50000	51000	432	1000	1000	1.0000000
ref|NC_001134|	51000	52000	544	1000	1000	1.0000000
ref|NC_001134|	52000	53000	545	1000	1000	1.0000000
ref|NC_001134|	53000	54000	523	1000	1000	1.0000000
ref|NC_001134|	54000	55000	521	1000	1000	1.0000000
ref|NC_001134|	55000	56000	559	1000	1000	1.0000000
ref|NC_001134|	56000	57000	554	1000	1000	1.0000000
ref|NC_001134|	57000	58000	505	1000	1000	1.0000000
ref|NC_001134|	58000	59000	431	1000	1000	1.0000000
ref|NC_001134|	59000	60000	478	1000	1000	1.0000000
ref|NC_001134|	60000	61000	434	1000	1000	1.0000000
ref|NC_001134|	61000	62000	490	1000	1000	1.0000000
ref|NC_001134|	62000	63000	499	1000	1000	1.0000000
ref|NC_001134|	63000	64000	507	1000	1000	1.0000000
ref|NC_001134|	64000	65000	541	1000	1000	1.0000000
ref|NC_001134|	65000	66000	513	1000	1000	1.0000000
ref|NC_001134|	66000	67000	450	1000	1000	1.0000000
ref|NC_001134|	67000	68000	409	996	1000	0.9960000
ref|NC_001134|	68000	69000	426	1000	1000	1.0000000
ref|NC_001134|	69000	70000	570	1000	1000	1.0000000
ref|NC_001134|	70000	71000	553	1000	1000	1.0000000
ref|NC_001134|	71000	72000	462	1000	1000	1.0000000
ref|NC_001134|	72000	73000	436	1000	1000	1.0000000
ref|NC_001134|	73000	74000	513	1000	1000	1.0000000
ref|NC_001134|	74000	75000	330	1000	1000	1.0000000
ref|NC_001134|	75000	76000	433	946	1000	0.9460000
ref|NC_001134|	76000	77000	567	1000	1000	1.0000000
ref|NC_001134|	77000	78000	476	1000	1000	1.0000000
ref|NC_001134|	78000	79000	530	1000	1000	1.0000000
ref|NC_001134|	79000	80000	453	1000	1000	1.0000000
ref|NC_001134|	80000	81000	290	1000	1000	1.0000000
ref|NC_001134|	81000	82000	536	1000	1000	1.0000000
ref|NC_001134|	82000	83000	660	1000	1000	1.0000000
ref|NC_001134|	83000	84000	516	1000	1000	1.0000000
ref|NC_001134|	84000	85000	486	1000	1000	1.0000000
ref|NC_001134|	85000	86000	592	1000	1000	1.0000000
ref|NC_001134|	86000	87000	506	1000	1000	1.0000000
ref|NC_001134|	87000	88000	552	1000	1000	1.0000000
ref|NC_001134|	88000	89000	423	988	1000	0.9880000
ref|NC_001134|	89000	90000	545	1000	1000	1.0000000
ref|NC_001134|	90000	91000	517	1000	1000	1.0000000
ref|NC_001134|	91000	92000	572	1000	1000	1.0000000
ref|NC_001134|	92000	93000	514	1000	1000	1.0000000
ref|NC_001134|	93000	94000	520	1000	1000	1.0000000
ref|NC_001134|	94000	95000	548	1000	1000	1.0000000
ref|NC_001134|	95000	96000	603	1000	1000	1.0000000
ref|NC_001134|	96000	97000	367	1000	1000	1.0000000
ref|NC_001134|	97000	98000	526	1000	1000	1.0000000
ref|NC_001134|	98000	99000	611	1000	1000	1.0000000
ref|NC_001134|	99000	100000	624	1000	1000	1.0000000
ref|NC_001134|	100000	101000	529	1000	1000	1.0000000
ref|NC_001134|	101000	102000	518	1000	1000	1.0000000
ref|NC_001134|	102000	103000	593	1000	1000	1.0000000
ref|NC_001134|	103000	104000	436	1000	1000	1.0000000
ref|NC_001134|	104000	105000	488	1000	1000	1.0000000
ref|NC_001134|	105000	106000	534	1000	1000	1.0000000
ref|NC_001134|	106000	107000	592	1000	1000	1.0000000
ref|NC_001134|	107000	108000	504	1000	1000	1.0000000
ref|NC_001134|	108000	109000	519	1000	1000	1.0000000
ref|NC_001134|	109000	110000	470	1000	1000	1.0000000
ref|NC_001134|	110000	111000	484	1000	1000	1.0000000
ref|NC_001134|	111000	112000	453	1000	1000	1.0000000
ref|NC_001134|	112000	113000	473	1000	1000	1.0000000
ref|NC_001134|	113000	114000	566	1000	1000	1.0000000
ref|NC_001134|	114000	115000	618	1000	1000	1.0000000
ref|NC_001134|	115000	116000	453	1000	1000	1.0000000
ref|NC_001134|	116000	117000	468	1000	1000	1.0000000
ref|NC_001134|	117000	118000	471	1000	1000	1.0000000
ref|NC_001134|	118000	119000	609	1000	1000	1.0000000
ref|NC_001134|	119000	120000	367	1000	1000	1.0000000
ref|NC_001134|	120000	121000	436	1000	1000	1.0000000
ref|NC_001134|	121000	122000	545	1000	1000	1.0000000
ref|NC_001134|	122000	123000	341	972	1000	0.9720000
ref|NC_001134|	123000	124000	491	1000	1000	1.0000000
ref|NC_001134|	124000	125000	547	1000	1000	1.0000000
ref|NC_001134|	125000	126000	545	1000	1000	1.0000000
ref|NC_001134|	126000	127000	482	1000	1000	1.0000000
ref|NC_001134|	127000	128000	409	1000	1000	1.0000000
ref|NC_001134|	128000	129000	660	1000	1000	1.0000000
ref|NC_001134|	129000	130000	696	1000	1000	1.0000000
ref|NC_001134|	130000	131000	602	1000	1000	1.0000000
ref|NC_001134|	131000	132000	584	1000	1000	1.0000000
ref|NC_001134|	132000	133000	474	1000	1000	1.0000000
ref|NC_001134|	133000	134000	453	1000	1000	1.0000000
ref|NC_001134|	134000	135000	557	1000	1000	1.0000000
ref|NC_001134|	135000	136000	431	1000	1000	1.0000000
ref|NC_001134|	136000	137000	389	886	1000	0.8860000
ref|NC_001134|	137000	138000	456	977	1000	0.9770000
ref|NC_001134|	138000	139000	492	1000	1000	1.0000000
ref|NC_001134|	139000	140000	643	1000	1000	1.0000000
ref|NC_001134|	140000	141000	495	904	1000	0.9040000
ref|NC_001134|	141000	142000	490	1000	1000	1.0000000
ref|NC_001134|	142000	143000	466	1000	1000	1.0000000
ref|NC_001134|	143000	144000	383	1000	1000	1.0000000
ref|NC_001134|	144000	145000	543	1000	1000	1.0000000
ref|NC_001134|	145000	146000	465	1000	1000	1.0000000
ref|NC_001134|	146000	147000	465	1000	1000	1.0000000
ref|NC_001134|	147000	148000	500	1000	1000	1.0000000
ref|NC_001134|	148000	149000	624	1000	1000	1.0000000
ref|NC_001134|	149000	150000	689	1000	1000	1.0000000
ref|NC_001134|	150000	151000	541	1000	1000	1.0000000
ref|NC_001134|	151000	152000	491	1000	1000	1.0000000
ref|NC_001134|	152000	153000	642	1000	1000	1.0000000
ref|NC_001134|	153000	154000	538	1000	1000	1.0000000
ref|NC_001134|	154000	155000	614	1000	1000	1.0000000
ref|NC_001134|	155000	156000	519	1000	1000	1.0000000
ref|NC_001134|	156000	157000	586	1000	1000	1.0000000
ref|NC_001134|	157000	158000	691	1000	1000	1.0000000
ref|NC_001134|	158000	159000	738	1000	1000	1.0000000
ref|NC_001134|	159000	160000	846	1000	1000	1.0000000
ref|NC_001134|	160000	161000	944	1000	1000	1.0000000
ref|NC_001134|	161000	162000	777	1000	1000	1.0000000
ref|NC_001134|	162000	163000	703	1000	1000	1.0000000
ref|NC_001134|	163000	164000	652	1000	1000	1.0000000
ref|NC_001134|	164000	165000	416	1000	1000	1.0000000
ref|NC_001134|	165000	166000	352	927	1000	0.9270000
ref|NC_001134|	166000	167000	455	957	1000	0.9570000
ref|NC_001134|	167000	168000	385	887	1000	0.8870000
ref|NC_001134|	168000	169000	598	1000	1000	1.0000000
ref|NC_001134|	169000	170000	441	959	1000	0.9590000
ref|NC_001134|	170000	171000	530	1000	1000	1.0000000
ref|NC_001134|	171000	172000	440	1000	1000	1.0000000
ref|NC_001134|	172000	173000	570	1000	1000	1.0000000
ref|NC_001134|	173000	174000	696	1000	1000	1.0000000
ref|NC_001134|	174000	175000	339	856	1000	0.8560000
ref|NC_001134|	175000	176000	555	1000	1000	1.0000000
ref|NC_001134|	176000	177000	527	1000	1000	1.0000000
ref|NC_001134|	177000	178000	437	1000	1000	1.0000000
ref|NC_001134|	178000	179000	581	1000	1000	1.0000000
ref|NC_001134|	179000	180000	615	1000	1000	1.0000000
ref|NC_001134|	180000	181000	578	1000	1000	1.0000000
ref|NC_001134|	181000	182000	563	1000	1000	1.0000000
ref|NC_001134|	182000	183000	659	1000	1000	1.0000000
ref|NC_001134|	183000	184000	530	1000	1000	1.0000000
ref|NC_001134|	184000	185000	488	990	1000	0.9900000
ref|NC_001134|	185000	186000	509	1000	1000	1.0000000
ref|NC_001134|	186000	187000	497	1000	1000	1.0000000
ref|NC_001134|	187000	188000	677	1000	1000	1.0000000
ref|NC_001134|	188000	189000	688	1000	1000	1.0000000
ref|NC_001134|	189000	190000	676	1000	1000	1.0000000
ref|NC_001134|	190000	191000	613	1000	1000	1.0000000
ref|NC_001134|	191000	192000	408	705	1000	0.7050000
ref|NC_001134|	192000	193000	684	969	1000	0.9690000
ref|NC_001134|	193000	194000	679	997	1000	0.9970000
ref|NC_001134|	194000	195000	847	1000	1000	1.0000000
ref|NC_001134|	195000	196000	758	1000	1000	1.0000000
ref|NC_001134|	196000	197000	503	1000	1000	1.0000000
ref|NC_001134|	197000	198000	267	863	1000	0.8630000
ref|NC_001134|	198000	199000	294	1000	1000	1.0000000
ref|NC_001134|	199000	200000	779	1000	1000	1.0000000
ref|NC_001134|	200000	201000	748	1000	1000	1.0000000
ref|NC_001134|	201000	202000	648	1000	1000	1.0000000
ref|NC_001134|	202000	203000	723	1000	1000	1.0000000
ref|NC_001134|	203000	204000	621	1000	1000	1.0000000
ref|NC_001134|	204000	205000	655	1000	1000	1.0000000
ref|NC_001134|	205000	206000	592	1000	1000	1.0000000
ref|NC_001134|	206000	207000	670	1000	1000	1.0000000
ref|NC_001134|	207000	208000	600	1000	1000	1.0000000
ref|NC_001134|	208000	209000	634	1000	1000	1.0000000
ref|NC_001134|	209000	210000	645	1000	1000	1.0000000
ref|NC_001134|	210000	211000	680	1000	1000	1.0000000
ref|NC_001134|	211000	212000	524	1000	1000	1.0000000
ref|NC_001134|	212000	213000	361	914	1000	0.9140000
ref|NC_001134|	213000	214000	608	1000	1000	1.0000000
ref|NC_001134|	214000	215000	652	1000	1000	1.0000000
ref|NC_001134|	215000	216000	571	1000	1000	1.0000000
ref|NC_001134|	216000	217000	529	1000	1000	1.0000000
ref|NC_001134|	217000	218000	526	1000	1000	1.0000000
ref|NC_001134|	218000	219000	481	1000	1000	1.0000000
ref|NC_001134|	219000	220000	540	1000	1000	1.0000000
ref|NC_001134|	220000	221000	379	964	1000	0.9640000
ref|NC_001134|	221000	222000	115	543	1000	0.5430000
ref|NC_001134|	222000	223000	56	451	1000	0.4510000
ref|NC_001134|	223000	224000	30	520	1000	0.5200000
ref|NC_001134|	224000	225000	1	89	1000	0.0890000
ref|NC_001134|	225000	226000	1	62	1000	0.0620000
ref|NC_001134|	226000	227000	6	49	1000	0.0490000
ref|NC_001134|	227000	228000	408	999	1000	0.9990000
ref|NC_001134|	228000	229000	465	1000	1000	1.0000000
ref|NC_001134|	229000	230000	483	1000	1000	1.0000000
ref|NC_001134|	230000	231000	519	1000	1000	1.0000000
ref|NC_001134|	231000	232000	473	1000	1000	1.0000000
ref|NC_001134|	232000	233000	502	1000	1000	1.0000000
ref|NC_001134|	233000	234000	571	1000	1000	1.0000000
ref|NC_001134|	234000	235000	561	1000	1000	1.0000000
ref|NC_001134|	235000	236000	382	1000	1000	1.0000000
ref|NC_001134|	236000	237000	393	976	1000	0.9760000
