chrName	start	end	length	rank
ref|NC_001134|	648171	648204	33	6
ref|NC_001134|	648667	648671	4	6
ref|NC_001134|	648961	648981	20	6
ref|NC_001134|	649583	649605	22	6
ref|NC_001134|	653617	653659	42	6
ref|NC_001134|	655131	655152	21	6
ref|NC_001134|	682501	682635	134	6
ref|NC_001134|	683676	683686	10	6
ref|NC_001134|	684848	684859	11	6
ref|NC_001134|	690464	690492	28	6
ref|NC_001134|	690976	691106	130	6
ref|NC_001134|	697170	697226	56	6
ref|NC_001134|	703117	703522	405	6
ref|NC_001134|	707230	707317	87	6
ref|NC_001134|	708650	708724	74	6
ref|NC_001134|	731743	731745	2	7
ref|NC_001134|	735724	735731	7	7
ref|NC_001134|	756916	756929	13	7
ref|NC_001134|	762570	762634	64	7
ref|NC_001134|	763362	763366	4	7
ref|NC_001134|	767574	767579	5	7
ref|NC_001134|	769988	769990	2	7
ref|NC_001134|	771272	771348	76	7
ref|NC_001134|	771706	771827	121	7
ref|NC_001134|	776322	776349	27	7
ref|NC_001134|	785788	785882	94	7
ref|NC_001134|	788777	788781	4	7
ref|NC_001134|	793205	793307	102	7
ref|NC_001134|	801570	801572	2	8
ref|NC_001134|	813719	813764	45	8
ref|NC_001134|	822967	822971	4	8
ref|NC_001134|	836149	836175	26	8
ref|NC_001134|	837859	837865	6	8
ref|NC_001134|	844649	844653	4	8
ref|NC_001134|	849034	849076	42	8
ref|NC_001134|	859111	859132	21	8
ref|NC_001134|	873488	873490	2	8
ref|NC_001134|	873714	873736	22	8
ref|NC_001134|	873957	874087	130	8
ref|NC_001134|	874331	874339	8	8
ref|NC_001134|	876290	876331	41	8
ref|NC_001134|	885770	885774	4	9
ref|NC_001134|	892781	892796	15	9
ref|NC_001134|	912197	912256	59	9
ref|NC_001134|	915582	915586	4	9
ref|NC_001134|	924829	924830	1	9
ref|NC_001134|	928278	928286	8	9
ref|NC_001134|	978221	978230	9	10
ref|NC_001134|	997901	997903	2	10
ref|NC_001134|	998232	998402	170	10
ref|NC_001134|	1003933	1003938	5	10
ref|NC_001134|	1015758	1015874	116	10
ref|NC_001134|	1041215	1041355	140	10
ref|NC_001134|	1041840	1041932	92	10
ref|NC_001134|	1042460	1042494	34	10
ref|NC_001134|	1043166	1043403	237	10
ref|NC_001135|	1043404	1043764	360	1
ref|NC_001135|	1052579	1052601	22	1
ref|NC_001135|	1055176	1055180	4	1
ref|NC_001135|	1055599	1055601	2	1
ref|NC_001135|	1085394	1085401	7	2
ref|NC_001135|	1093955	1094063	108	2
ref|NC_001135|	1095769	1095805	36	2
ref|NC_001135|	1100456	1100488	32	2
ref|NC_001135|	1121896	1121921	25	3
ref|NC_001135|	1122212	1122214	2	3
ref|NC_001135|	1125805	1125861	56	3
ref|NC_001135|	1126100	1126277	177	3
ref|NC_001135|	1126428	1126441	13	3
ref|NC_001135|	1127612	1127722	110	3
ref|NC_001135|	1127974	1128202	228	3
ref|NC_001135|	1128494	1128537	43	3
ref|NC_001135|	1129523	1129895	372	3
ref|NC_001135|	1130146	1130218	72	3
ref|NC_001135|	1130777	1131022	245	3
ref|NC_001135|	1131511	1131530	19	3
ref|NC_001135|	1131966	1132039	73	3
ref|NC_001135|	1133332	1133381	49	3
ref|NC_001135|	1133991	1134005	14	3
ref|NC_001135|	1134175	1134243	68	3
ref|NC_001135|	1136147	1136156	9	3
ref|NC_001135|	1137909	1137911	2	3
ref|NC_001135|	1173895	1174035	140	5
ref|NC_001135|	1194495	1194507	12	5
ref|NC_001135|	1212010	1212012	2	6
ref|NC_001135|	1212612	1212954	342	6
ref|NC_001135|	1242491	1242620	129	7
ref|NC_001135|	1243031	1244433	1402	7
ref|NC_001135|	1260014	1260016	2	7
ref|NC_001135|	1280221	1280222	1	8
ref|NC_001135|	1285863	1285867	4	8
ref|NC_001135|	1292679	1292727	48	8
ref|NC_001135|	1335550	1335600	50	10
ref|NC_001135|	1336553	1336993	440	10
ref|NC_001135|	1351033	1351034	1	10
ref|NC_001135|	1359940	1360024	84	10
ref|NC_001136|	1360025	1360495	470	1
ref|NC_001136|	1360646	1360742	96	1
ref|NC_001136|	1360933	1360947	14	1
ref|NC_001136|	1361585	1361857	272	1
ref|NC_001136|	1362159	1362172	13	1
ref|NC_001136|	1362374	1362435	61	1
ref|NC_001136|	1362607	1362613	6	1
ref|NC_001136|	1363565	1363593	28	1
ref|NC_001136|	1363902	1363925	23	1
ref|NC_001136|	1364244	1364259	15	1
ref|NC_001136|	1367753	1367840	87	1
ref|NC_001136|	1369448	1369460	12	1
ref|NC_001136|	1370630	1370634	4	1
ref|NC_001136|	1376824	1376994	170	1
ref|NC_001136|	1406713	1407571	858	1
ref|NC_001136|	1417021	1417030	9	1
ref|NC_001136|	1420862	1420868	6	1
ref|NC_001136|	1427874	1428002	128	1
ref|NC_001136|	1436807	1436859	52	1
ref|NC_001136|	1437212	1437224	12	1
ref|NC_001136|	1440460	1440477	17	1
ref|NC_001136|	1443148	1443151	3	1
ref|NC_001136|	1455840	1455966	126	1
ref|NC_001136|	1459261	1459389	128	1
ref|NC_001136|	1460499	1460501	2	1
ref|NC_001136|	1463430	1463557	127	1
ref|NC_001136|	1477422	1477476	54	1
ref|NC_001136|	1478014	1478072	58	1
ref|NC_001136|	1486583	1486599	16	1
ref|NC_001136|	1488695	1488913	218	1
ref|NC_001136|	1504369	1504380	11	1
ref|NC_001136|	1518015	1518020	5	2
ref|NC_001136|	1529861	1529927	66	2
ref|NC_001136|	1544697	1544775	78	2
ref|NC_001136|	1552691	1552706	15	2
ref|NC_001136|	1553171	1553180	9	2
ref|NC_001136|	1558382	1558402	20	2
ref|NC_001136|	1570828	1570864	36	2
ref|NC_001136|	1571339	1571340	1	2
ref|NC_001136|	1572259	1572263	4	2
ref|NC_001136|	1572486	1572487	1	2
ref|NC_001136|	1576060	1576062	2	2
ref|NC_001136|	1576526	1576529	3	2
ref|NC_001136|	1578225	1578232	7	2
ref|NC_001136|	1580440	1580454	14	2
ref|NC_001136|	1592270	1592339	69	2
ref|NC_001136|	1592580	1592591	11	2
ref|NC_001136|	1596052	1596081	29	2
ref|NC_001136|	1600033	1600179	146	2
ref|NC_001136|	1611285	1611426	141	2
ref|NC_001136|	1616621	1616631	10	2
ref|NC_001136|	1627502	1627506	4	2
ref|NC_001136|	1652375	1652542	167	2
ref|NC_001136|	1662349	1662391	42	2
ref|NC_001136|	1669604	1669663	59	3
ref|NC_001136|	1729278	1729286	8	3
ref|NC_001136|	1730911	1730965	54	3
ref|NC_001136|	1746161	1746180	19	3
ref|NC_001136|	1794287	1794574	287	3
ref|NC_001136|	1794725	1794770	45	3
ref|NC_001136|	1795318	1795492	174	3
ref|NC_001136|	1795968	1795999	31	3
ref|NC_001136|	1796225	1796344	119	3
ref|NC_001136|	1797179	1797238	59	3
ref|NC_001136|	1797402	1797580	178	3
ref|NC_001136|	1809744	1809879	135	3
ref|NC_001136|	1825114	1825299	185	4
ref|NC_001136|	1825702	1825704	2	4
ref|NC_001136|	1832120	1832122	2	4
ref|NC_001136|	1832419	1832547	128	4
ref|NC_001136|	1842690	1842697	7	4
ref|NC_001136|	1867980	1867995	15	4
ref|NC_001136|	1869602	1869613	11	4
ref|NC_001136|	1873712	1873750	38	4
ref|NC_001136|	1874745	1874750	5	4
ref|NC_001136|	1875921	1876066	145	4
ref|NC_001136|	1879348	1879398	50	4
ref|NC_001136|	1881315	1881317	2	4
ref|NC_001136|	1891589	1895405	3816	4
ref|NC_001136|	1895556	1898274	2718	4
ref|NC_001136|	1904175	1904177	2	4
ref|NC_001136|	1904714	1904818	104	4
ref|NC_001136|	1949692	1949719	27	4
ref|NC_001136|	1952579	1952586	7	4
ref|NC_001136|	1967077	1967090	13	4
ref|NC_001136|	1977307	1977356	49	5
ref|NC_001136|	1988767	1988892	125	5
ref|NC_001136|	2005407	2005758	351	5
ref|NC_001136|	2006051	2006107	56	5
ref|NC_001136|	2006319	2006401	82	5
ref|NC_001136|	2006714	2008921	2207	5
ref|NC_001136|	2009106	2009256	150	5
ref|NC_001136|	2009407	2009490	83	5
ref|NC_001136|	2009641	2011294	1653	5
ref|NC_001136|	2028811	2028856	45	5
ref|NC_001136|	2038077	2038080	3	5
ref|NC_001136|	2082972	2082980	8	5
ref|NC_001136|	2087790	2087799	9	5
ref|NC_001136|	2113516	2113521	5	5
ref|NC_001136|	2117636	2117680	44	5
ref|NC_001136|	2118254	2118464	210	5
ref|NC_001136|	2118627	2118728	101	5
ref|NC_001136|	2119009	2119520	511	5
ref|NC_001136|	2163734	2163764	30	6
ref|NC_001136|	2164708	2164734	26	6
ref|NC_001136|	2173002	2173117	115	6
ref|NC_001136|	2231841	2231936	95	6
ref|NC_001136|	2233363	2233366	3	6
ref|NC_001136|	2233877	2234602	725	6
ref|NC_001136|	2235308	2235446	138	6
ref|NC_001136|	2236230	2236316	86	6
ref|NC_001136|	2236929	2237155	226	6
ref|NC_001136|	2237310	2237649	339	6
ref|NC_001136|	2238315	2238823	508	6
ref|NC_001136|	2239053	2239364	311	6
ref|NC_001136|	2239515	2244096	4581	6
ref|NC_001136|	2252744	2252764	20	6
ref|NC_001136|	2255022	2255038	16	6
ref|NC_001136|	2281843	2281875	32	7
ref|NC_001136|	2287452	2287464	12	7
ref|NC_001136|	2289215	2289220	5	7
ref|NC_001136|	2341544	2341781	237	7
ref|NC_001136|	2342213	2342286	73	7
ref|NC_001136|	2342437	2342474	37	7
ref|NC_001136|	2342865	2343457	592	7
ref|NC_001136|	2343722	2344186	464	7
ref|NC_001136|	2344340	2344436	96	7
ref|NC_001136|	2344736	2345762	1026	7
ref|NC_001136|	2345978	2347122	1144	7
ref|NC_001136|	2347273	2347835	562	7
ref|NC_001136|	2347986	2352409	4423	7
ref|NC_001136|	2352574	2352728	154	7
ref|NC_001136|	2362327	2362335	8	7
ref|NC_001136|	2376750	2376772	22	7
ref|NC_001136|	2414779	2414871	92	7
ref|NC_001136|	2417943	2417972	29	7
ref|NC_001136|	2435875	2435879	4	8
ref|NC_001136|	2455908	2458022	2114	8
ref|NC_001136|	2458173	2459339	1166	8
ref|NC_001136|	2459502	2459782	280	8
ref|NC_001136|	2459933	2460282	349	8
ref|NC_001136|	2460507	2461709	1202	8
ref|NC_001136|	2468537	2468631	94	8
ref|NC_001136|	2471877	2471887	10	8
ref|NC_001136|	2510844	2510940	96	8
ref|NC_001136|	2515236	2515245	9	8
ref|NC_001136|	2519862	2521282	1420	8
ref|NC_001136|	2566735	2566848	113	8
ref|NC_001136|	2567026	2572646	5620	8
ref|NC_001136|	2665702	2665734	32	9
ref|NC_001136|	2690210	2690248	38	9
ref|NC_001136|	2717541	2717569	28	9
ref|NC_001136|	2764382	2764384	2	10
ref|NC_001136|	2803669	2803673	4	10
ref|NC_001136|	2807397	2807535	138	10
ref|NC_001136|	2810527	2810528	1	10
ref|NC_001136|	2819281	2819303	22	10
ref|NC_001136|	2820836	2820884	48	10
ref|NC_001136|	2822147	2822296	149	10
ref|NC_001136|	2828908	2828912	4	10
ref|NC_001136|	2829270	2829273	3	10
ref|NC_001136|	2830506	2830525	19	10
ref|NC_001136|	2847215	2847218	3	10
ref|NC_001136|	2852452	2852522	70	10
ref|NC_001136|	2852706	2852733	27	10
ref|NC_001136|	2853026	2853100	74	10
ref|NC_001136|	2861078	2861104	26	10
ref|NC_001136|	2862901	2863019	118	10
ref|NC_001136|	2863846	2863999	153	10
ref|NC_001136|	2864484	2864529	45	10
ref|NC_001136|	2865745	2865874	129	10
ref|NC_001136|	2874939	2875067	128	10
ref|NC_001136|	2875960	2875976	16	10
ref|NC_001136|	2876671	2876679	8	10
ref|NC_001136|	2877724	2877741	17	10
ref|NC_001136|	2878475	2878509	34	10
ref|NC_001136|	2879408	2879426	18	10
ref|NC_001136|	2881857	2881907	50	10
ref|NC_001136|	2882450	2882662	212	10
ref|NC_001136|	2882825	2882998	173	10
ref|NC_001136|	2883603	2883726	123	10
ref|NC_001136|	2883907	2884314	407	10
ref|NC_001136|	2884476	2885488	1012	10
ref|NC_001136|	2887170	2888189	1019	10
ref|NC_001136|	2890222	2890223	1	10
ref|NC_001136|	2891945	2891958	13	10
ref|NC_001137|	2891959	2891959	0	1
ref|NC_001137|	2892288	2892558	270	1
ref|NC_001137|	2892847	2892897	50	1
ref|NC_001137|	2893091	2893111	20	1
ref|NC_001137|	2893508	2894106	598	1
ref|NC_001137|	2894505	2895172	667	1
ref|NC_001137|	2895393	2895592	199	1
ref|NC_001137|	2895935	2896052	117	1
ref|NC_001137|	2896432	2896724	292	1
ref|NC_001137|	2896875	2897463	588	1
ref|NC_001137|	2897836	2897901	65	1
ref|NC_001137|	2898068	2898104	36	1
ref|NC_001137|	2898255	2898302	47	1
ref|NC_001137|	2898453	2898964	511	1
ref|NC_001137|	2900767	2900789	22	1
ref|NC_001137|	2904573	2904590	17	1
ref|NC_001137|	2906632	2906963	331	1
ref|NC_001137|	2910135	2910142	7	1
ref|NC_001137|	2910746	2911200	454	1
ref|NC_001137|	2911391	2911534	143	1
ref|NC_001137|	2912874	2913188	314	1
ref|NC_001137|	2914202	2914279	77	1
ref|NC_001137|	2914618	2914824	206	1
ref|NC_001137|	2915195	2915201	6	1
ref|NC_001137|	2915840	2915872	32	1
ref|NC_001137|	2916111	2916237	126	1
ref|NC_001137|	2925554	2925580	26	1
ref|NC_001137|	2931857	2931959	102	1
ref|NC_001137|	2938704	2938712	8	1
ref|NC_001137|	2944387	2944408	21	1
ref|NC_001137|	2951374	2951388	14	2
ref|NC_001137|	2973174	2973180	6	2
ref|NC_001137|	3010213	3010218	5	3
ref|NC_001137|	3027788	3027896	108	3
ref|NC_001137|	3090706	3090755	49	4
ref|NC_001137|	3098980	3099308	328	4
ref|NC_001137|	3099522	3099524	2	4
ref|NC_001137|	3100859	3100893	34	4
ref|NC_001137|	3104404	3104456	52	4
ref|NC_001137|	3117246	3117396	150	4
ref|NC_001137|	3133670	3133839	169	5
ref|NC_001137|	3134286	3134320	34	5
ref|NC_001137|	3134642	3134646	4	5
ref|NC_001137|	3135611	3135767	156	5
ref|NC_001137|	3138818	3138831	13	5
ref|NC_001137|	3140325	3140365	40	5
ref|NC_001137|	3141887	3141974	87	5
ref|NC_001137|	3142158	3142234	76	5
ref|NC_001137|	3161938	3161940	2	5
ref|NC_001137|	3176362	3176368	6	5
ref|NC_001137|	3199957	3199958	1	6
ref|NC_001137|	3227274	3227280	6	6
ref|NC_001137|	3264214	3264217	3	7
ref|NC_001137|	3323452	3323631	179	8
ref|NC_001137|	3335334	3339494	4160	8
ref|NC_001137|	3339657	3341272	1615	8
ref|NC_001137|	3341423	3341614	191	8
ref|NC_001137|	3353839	3353843	4	9
ref|NC_001137|	3354199	3354207	8	9
ref|NC_001137|	3379780	3379783	3	9
ref|NC_001137|	3380131	3380143	12	9
ref|NC_001137|	3380553	3380559	6	9
ref|NC_001137|	3384547	3384689	142	9
ref|NC_001137|	3384866	3390385	5519	9
ref|NC_001137|	3396411	3396420	9	9
ref|NC_001137|	3412751	3412926	175	10
ref|NC_001137|	3414761	3414769	8	10
ref|NC_001137|	3433475	3433477	2	10
ref|NC_001137|	3437147	3437154	7	10
ref|NC_001137|	3443238	3443379	141	10
ref|NC_001137|	3446126	3446373	247	10
ref|NC_001137|	3453119	3453543	424	10
ref|NC_001137|	3453702	3453782	80	10
ref|NC_001137|	3454411	3454412	1	10
ref|NC_001137|	3455030	3455217	187	10
ref|NC_001137|	3455370	3455511	141	10
ref|NC_001137|	3455783	3455836	53	10
ref|NC_001137|	3456092	3456474	382	10
ref|NC_001137|	3456656	3456697	41	10
ref|NC_001137|	3456848	3456973	125	10
ref|NC_001137|	3457249	3457407	158	10
ref|NC_001137|	3457683	3458466	783	10
ref|NC_001137|	3458659	3459520	861	10
ref|NC_001137|	3459809	3460037	228	10
ref|NC_001137|	3460343	3460400	57	10
ref|NC_001137|	3460551	3461411	860	10
ref|NC_001137|	3461567	3461673	106	10
ref|NC_001137|	3461941	3462455	514	10
ref|NC_001137|	3462664	3462708	44	10
ref|NC_001137|	3462875	3463248	373	10
ref|NC_001137|	3463399	3463486	87	10
ref|NC_001137|	3463637	3463664	27	10
ref|NC_001137|	3464718	3465236	518	10
ref|NC_001137|	3465494	3466607	1113	10
ref|NC_001137|	3467124	3468105	981	10
ref|NC_001137|	3468487	3468556	69	10
ref|NC_001137|	3468833	3468833	0	10
ref|NC_001138|	3468834	3468889	55	1
ref|NC_001138|	3469645	3470090	445	1
ref|NC_001138|	3470367	3470567	200	1
ref|NC_001138|	3470772	3470817	45	1
ref|NC_001138|	3470977	3471221	244	1
ref|NC_001138|	3471663	3471891	228	1
ref|NC_001138|	3472483	3472701	218	1
ref|NC_001138|	3472852	3473098	246	1
ref|NC_001138|	3473304	3474320	1016	1
ref|NC_001138|	3474496	3474518	22	1
ref|NC_001138|	3474690	3475682	992	1
ref|NC_001138|	3476475	3476536	61	1
ref|NC_001138|	3476847	3477021	174	1
ref|NC_001138|	3477192	3477307	115	1
ref|NC_001138|	3477681	3478060	379	1
ref|NC_001138|	3479488	3479524	36	1
ref|NC_001138|	3480053	3480152	99	1
ref|NC_001138|	3481693	3481981	288	1
ref|NC_001138|	3482132	3482173	41	1
ref|NC_001138|	3482348	3482394	46	1
ref|NC_001138|	3482622	3482629	7	1
ref|NC_001138|	3482787	3485659	2872	1
ref|NC_001138|	3487566	3487581	15	1
ref|NC_001138|	3488751	3488814	63	1
ref|NC_001138|	3489318	3489663	345	1
ref|NC_001138|	3491803	3491804	1	1
ref|NC_001138|	3500373	3500448	75	2
ref|NC_001138|	3501350	3501582	232	2
ref|NC_001138|	3526744	3526842	98	3
ref|NC_001138|	3543439	3543915	476	3
ref|NC_001138|	3556421	3556426	5	4
ref|NC_001138|	3566341	3566454	113	4
ref|NC_001138|	3567518	3567599	81	4
ref|NC_001138|	3569213	3569224	11	4
ref|NC_001138|	3569391	3569402	11	4
ref|NC_001138|	3570198	3570331	133	4
ref|NC_001138|	3572062	3572084	22	4
ref|NC_001138|	3576059	3576064	5	4
ref|NC_001138|	3576590	3576640	50	4
ref|NC_001138|	3587327	3587333	6	5
ref|NC_001138|	3588177	3588236	59	5
ref|NC_001138|	3592041	3592096	55	5
ref|NC_001138|	3600113	3600117	4	5
ref|NC_001138|	3606538	3606563	25	6
ref|NC_001138|	3606726	3606741	15	6
ref|NC_001138|	3606892	3607024	132	6
ref|NC_001138|	3607226	3607537	311	6
ref|NC_001138|	3607688	3608541	853	6
ref|NC_001138|	3608727	3609865	1138	6
ref|NC_001138|	3610280	3610376	96	6
ref|NC_001138|	3610645	3612708	2063	6
ref|NC_001138|	3612951	3612967	16	6
ref|NC_001138|	3617322	3617502	180	6
ref|NC_001138|	3618660	3618687	27	6
ref|NC_001138|	3626600	3626731	131	6
ref|NC_001138|	3629314	3629399	85	6
ref|NC_001138|	3630302	3630365	63	6
ref|NC_001138|	3630535	3630548	13	6
ref|NC_001138|	3630713	3630714	1	6
ref|NC_001138|	3631142	3631248	106	7
ref|NC_001138|	3637180	3637190	10	7
ref|NC_001138|	3637706	3637707	1	7
ref|NC_001138|	3642895	3642945	50	7
ref|NC_001138|	3646902	3647019	117	7
ref|NC_001138|	3660289	3660327	38	8
ref|NC_001138|	3660520	3660966	446	8
ref|NC_001138|	3661361	3661368	7	8
ref|NC_001138|	3668263	3668356	93	8
ref|NC_001138|	3673726	3674776	1050	8
ref|NC_001138|	3675800	3675837	37	8
ref|NC_001138|	3694982	3695062	80	9
ref|NC_001138|	3695478	3695507	29	9
ref|NC_001138|	3738955	3738995	40	10
ref|NC_001139|	3738996	3739209	213	1
ref|NC_001139|	3739477	3739582	105	1
ref|NC_001139|	3748151	3748160	9	1
ref|NC_001139|	3748374	3748817	443	1
ref|NC_001139|	3748970	3749190	220	1
ref|NC_001139|	3749422	3750074	652	1
ref|NC_001139|	3750753	3751451	698	1
ref|NC_001139|	3751847	3751874	27	1
ref|NC_001139|	3752106	3752117	11	1
ref|NC_001139|	3755440	3755638	198	1
ref|NC_001139|	3755892	3756019	127	1
ref|NC_001139|	3756229	3756353	124	1
ref|NC_001139|	3756675	3756912	237	1
ref|NC_001139|	3757157	3757533	376	1
ref|NC_001139|	3758436	3758599	163	1
ref|NC_001139|	3760028	3760040	12	1
ref|NC_001139|	3760480	3760702	222	1
ref|NC_001139|	3791594	3791628	34	1
ref|NC_001139|	3795238	3795239	1	1
ref|NC_001139|	3808395	3808403	8	1
ref|NC_001139|	3812304	3812306	2	1
ref|NC_001139|	3812740	3812980	240	1
ref|NC_001139|	3815033	3815034	1	1
ref|NC_001139|	3815587	3815602	15	1
ref|NC_001139|	3819592	3819596	4	1
ref|NC_001139|	3823765	3823783	18	1
ref|NC_001139|	3826888	3826914	26	1
ref|NC_001139|	3828630	3828862	232	1
ref|NC_001139|	3849788	3849954	166	2
ref|NC_001139|	3850155	3850609	454	2
ref|NC_001139|	3854028	3854041	13	2
