chrName	start	end	length	rank
NC_001133.9	155325	155334	9	7
NC_001133.9	155549	155563	14	7
NC_001133.9	155739	155750	11	7
NC_001133.9	156063	156172	109	7
NC_001133.9	156367	156707	340	7
NC_001133.9	157709	157723	14	7
NC_001133.9	158330	158346	16	7
NC_001133.9	158682	158694	12	7
NC_001133.9	159259	159294	35	7
NC_001133.9	159875	162397	2522	8
NC_001133.9	162548	166179	3631	8
NC_001133.9	166335	166352	17	8
NC_001133.9	166521	166761	240	8
NC_001133.9	166937	166986	49	8
NC_001133.9	167600	167606	6	8
NC_001133.9	167877	167886	9	8
NC_001133.9	168174	168433	259	8
NC_001133.9	169108	169243	135	8
NC_001133.9	170431	170599	168	8
NC_001133.9	171414	171422	8	8
NC_001133.9	171792	172358	566	8
NC_001133.9	172643	172658	15	8
NC_001133.9	172967	173622	655	8
NC_001133.9	174439	174447	8	8
NC_001133.9	174905	174918	13	8
NC_001133.9	175547	175813	266	8
NC_001133.9	176012	176120	108	8
NC_001133.9	176483	176613	130	8
NC_001133.9	177029	177039	10	8
NC_001133.9	177484	177497	13	8
NC_001133.9	177911	178103	192	8
NC_001133.9	178460	178473	13	8
NC_001133.9	178764	178847	83	8
NC_001133.9	179133	179237	104	8
NC_001133.9	179491	179506	15	8
NC_001133.9	179978	180289	311	8
NC_001133.9	180816	181084	268	8
NC_001133.9	181250	181422	172	8
NC_001133.9	181681	181690	9	8
NC_001133.9	181954	182000	46	8
NC_001133.9	182504	183640	1136	8
NC_001133.9	183970	183978	8	8
NC_001133.9	184204	184246	42	9
NC_001133.9	184480	184794	314	9
NC_001133.9	185628	185637	9	9
NC_001133.9	185842	185998	156	9
NC_001133.9	186205	186518	313	9
NC_001133.9	186847	187485	638	9
NC_001133.9	187659	187841	182	9
NC_001133.9	188170	188395	225	9
NC_001133.9	189225	190118	893	9
NC_001133.9	191359	191365	6	9
NC_001133.9	192278	192576	298	9
NC_001133.9	193641	193647	6	9
NC_001133.9	193842	194041	199	9
NC_001133.9	194278	194287	9	9
NC_001133.9	194448	194614	166	9
NC_001133.9	194914	194922	8	9
NC_001133.9	195266	195275	9	9
NC_001133.9	195677	195685	8	9
NC_001133.9	196027	196155	128	9
NC_001133.9	196362	196961	599	9
NC_001133.9	197199	198028	829	9
NC_001133.9	198241	202724	4483	9
NC_001133.9	202894	202895	1	9
NC_001133.9	203086	203818	732	9
NC_001133.9	204020	207014	2994	9
NC_001133.9	207280	207421	141	10
NC_001133.9	207620	207748	128	10
NC_001133.9	207899	210626	2727	10
NC_001133.9	210777	211406	629	10
NC_001133.9	211566	211754	188	10
NC_001133.9	212082	212087	5	10
NC_001133.9	212831	213433	602	10
NC_001133.9	213636	213764	128	10
NC_001133.9	214001	214718	717	10
NC_001133.9	214873	215530	657	10
NC_001133.9	215840	216020	180	10
NC_001133.9	216279	216423	144	10
NC_001133.9	216816	216830	14	10
NC_001133.9	216994	217134	140	10
NC_001133.9	217329	217644	315	10
NC_001133.9	217817	217833	16	10
NC_001133.9	218031	218162	131	10
NC_001133.9	219008	219231	223	10
NC_001133.9	219626	219635	9	10
NC_001133.9	220006	220030	24	10
NC_001133.9	220441	220683	242	10
NC_001133.9	220876	221047	171	10
NC_001133.9	221610	221617	7	10
NC_001133.9	221997	222007	10	10
NC_001133.9	222931	223282	351	10
NC_001133.9	223470	223499	29	10
NC_001133.9	223704	223785	81	10
NC_001133.9	223943	223958	15	10
NC_001133.9	224359	224373	14	10
NC_001133.9	224710	224911	201	10
NC_001133.9	225080	225112	32	10
NC_001133.9	225396	225431	35	10
NC_001133.9	225801	225809	8	10
NC_001133.9	226136	226150	14	10
NC_001133.9	226869	227697	828	10
NC_001133.9	227907	228673	766	10
NC_001133.9	228853	230218	1365	10
NC_001134.8	230219	230738	519	1
NC_001134.8	231014	232630	1616	1
NC_001134.8	232781	233354	573	1
NC_001134.8	233513	233573	60	1
NC_001134.8	233777	233866	89	1
NC_001134.8	234124	234143	19	1
NC_001134.8	234452	234597	145	1
NC_001134.8	234812	237000	2188	1
NC_001134.8	237341	237779	438	1
NC_001134.8	238134	238207	73	1
NC_001134.8	238507	238714	207	1
NC_001134.8	239030	239710	680	1
NC_001134.8	239884	240083	199	1
NC_001134.8	240285	240556	271	1
NC_001134.8	240800	241051	251	1
NC_001134.8	241962	241969	7	1
NC_001134.8	242183	242196	13	1
NC_001134.8	242471	242550	79	1
NC_001134.8	242770	242915	145	1
NC_001134.8	243240	243633	393	1
NC_001134.8	244100	244117	17	1
NC_001134.8	244419	244464	45	1
NC_001134.8	244822	244934	112	1
NC_001134.8	245095	245105	10	1
NC_001134.8	245277	245348	71	1
NC_001134.8	246246	246259	13	1
NC_001134.8	247128	247136	8	1
NC_001134.8	247388	247397	9	1
NC_001134.8	247735	247888	153	1
NC_001134.8	248321	248354	33	1
NC_001134.8	249447	249455	8	1
NC_001134.8	249672	249713	41	1
NC_001134.8	250072	250267	195	1
NC_001134.8	250637	250649	12	1
NC_001134.8	250838	250855	17	1
NC_001134.8	251851	251949	98	1
NC_001134.8	252149	252274	125	1
NC_001134.8	252647	252869	222	1
NC_001134.8	253031	253258	227	1
NC_001134.8	253527	253534	7	1
NC_001134.8	253953	253963	10	1
NC_001134.8	254270	254304	34	1
NC_001134.8	254571	254620	49	1
NC_001134.8	254997	255320	323	1
NC_001134.8	255756	255764	8	1
NC_001134.8	256136	256150	14	1
NC_001134.8	256328	256520	192	1
NC_001134.8	256873	257017	144	1
NC_001134.8	257376	257427	51	1
NC_001134.8	257623	257665	42	1
NC_001134.8	258022	258028	6	1
NC_001134.8	258442	258670	228	1
NC_001134.8	258910	259015	105	1
NC_001134.8	259214	259288	74	1
NC_001134.8	259809	260429	620	1
NC_001134.8	260670	261247	577	1
NC_001134.8	261672	262075	403	1
NC_001134.8	262388	262917	529	1
NC_001134.8	263072	266740	3668	1
NC_001134.8	266920	267255	335	1
NC_001134.8	268426	268439	13	1
NC_001134.8	268912	269312	400	1
NC_001134.8	269489	269505	16	1
NC_001134.8	270180	270191	11	1
NC_001134.8	270379	270392	13	1
NC_001134.8	270716	270837	121	1
NC_001134.8	271082	271147	65	1
NC_001134.8	271607	272177	570	1
NC_001134.8	272391	272442	51	1
NC_001134.8	272658	272773	115	1
NC_001134.8	272948	273005	57	1
NC_001134.8	273322	273452	130	1
NC_001134.8	274230	274563	333	1
NC_001134.8	274850	274866	16	1
NC_001134.8	275290	275472	182	1
NC_001134.8	275965	275976	11	1
NC_001134.8	276170	276193	23	1
NC_001134.8	276603	276731	128	1
NC_001134.8	276909	276941	32	1
NC_001134.8	278567	278967	400	1
NC_001134.8	279662	279730	68	1
NC_001134.8	280726	280746	20	1
NC_001134.8	280987	281246	259	1
NC_001134.8	281451	281560	109	1
NC_001134.8	281866	282025	159	1
NC_001134.8	282705	283035	330	1
NC_001134.8	283226	283240	14	1
NC_001134.8	283938	283946	8	1
NC_001134.8	284119	284380	261	1
NC_001134.8	284587	284604	17	1
NC_001134.8	284934	285057	123	1
NC_001134.8	285379	286038	659	1
NC_001134.8	286438	286514	76	1
NC_001134.8	287106	287271	165	1
NC_001134.8	287551	287560	9	1
NC_001134.8	288057	288248	191	1
NC_001134.8	288426	288470	44	1
NC_001134.8	288937	288951	14	1
NC_001134.8	289498	289649	151	1
NC_001134.8	289830	290040	210	1
NC_001134.8	290495	290620	125	1
NC_001134.8	290895	291266	371	1
NC_001134.8	291450	291458	8	1
NC_001134.8	292488	292523	35	1
NC_001134.8	292755	292762	7	1
NC_001134.8	292993	293312	319	1
NC_001134.8	293473	293599	126	1
NC_001134.8	293876	293904	28	1
NC_001134.8	294078	294092	14	1
NC_001134.8	294595	294949	354	1
NC_001134.8	295254	295262	8	1
NC_001134.8	295584	295887	303	1
NC_001134.8	296227	296247	20	1
NC_001134.8	296632	296640	8	1
NC_001134.8	296894	296953	59	1
NC_001134.8	297122	297337	215	1
NC_001134.8	297559	297571	12	1
NC_001134.8	297767	297777	10	1
NC_001134.8	298082	298141	59	1
NC_001134.8	298425	298570	145	1
NC_001134.8	298827	299028	201	1
NC_001134.8	299666	299676	10	1
NC_001134.8	299845	299986	141	1
NC_001134.8	301191	301198	7	1
NC_001134.8	301668	302060	392	1
NC_001134.8	302286	302304	18	1
NC_001134.8	302566	302627	61	1
NC_001134.8	302783	302794	11	1
NC_001134.8	303203	303325	122	1
NC_001134.8	303525	303690	165	1
NC_001134.8	304294	304310	16	1
NC_001134.8	305065	305108	43	1
NC_001134.8	305268	305491	223	1
NC_001134.8	306620	306775	155	1
NC_001134.8	306955	307125	170	1
NC_001134.8	307441	307560	119	1
NC_001134.8	307882	308038	156	1
NC_001134.8	308348	308380	32	1
NC_001134.8	308609	308753	144	1
NC_001134.8	309165	309239	74	1
NC_001134.8	309444	309820	376	1
NC_001134.8	309979	310722	743	1
NC_001134.8	310907	311291	384	1
NC_001134.8	311482	311492	10	1
NC_001134.8	311750	311765	15	2
NC_001134.8	311956	311964	8	2
NC_001134.8	312304	312661	357	2
NC_001134.8	312832	313023	191	2
NC_001134.8	313637	313674	37	2
NC_001134.8	314432	314640	208	2
NC_001134.8	315325	315333	8	2
NC_001134.8	315808	315938	130	2
NC_001134.8	316666	316679	13	2
NC_001134.8	317112	317121	9	2
NC_001134.8	317356	317566	210	2
NC_001134.8	318022	318033	11	2
NC_001134.8	318204	318754	550	2
NC_001134.8	318951	318977	26	2
NC_001134.8	319267	319451	184	2
NC_001134.8	319611	319623	12	2
NC_001134.8	319978	320139	161	2
NC_001134.8	320476	320486	10	2
NC_001134.8	320707	321068	361	2
NC_001134.8	321775	321790	15	2
NC_001134.8	322004	322014	10	2
NC_001134.8	322272	322539	267	2
NC_001134.8	322848	322886	38	2
NC_001134.8	323618	324116	498	2
NC_001134.8	324318	324324	6	2
NC_001134.8	324537	324842	305	2
NC_001134.8	325320	325379	59	2
NC_001134.8	325546	325591	45	2
NC_001134.8	325801	326067	266	2
NC_001134.8	326231	326305	74	2
NC_001134.8	326504	327121	617	2
NC_001134.8	327588	327641	53	2
NC_001134.8	327918	327938	20	2
NC_001134.8	328224	328234	10	2
NC_001134.8	328456	328507	51	2
NC_001134.8	328719	328755	36	2
NC_001134.8	329591	329600	9	2
NC_001134.8	330423	330475	52	2
NC_001134.8	330815	330889	74	2
NC_001134.8	331171	331178	7	2
NC_001134.8	331391	331864	473	2
NC_001134.8	332027	332039	12	2
NC_001134.8	332718	333027	309	2
NC_001134.8	333400	333675	275	2
NC_001134.8	334087	334098	11	2
NC_001134.8	334256	334272	16	2
NC_001134.8	334649	334879	230	2
NC_001134.8	335184	335196	12	2
NC_001134.8	335393	335589	196	2
NC_001134.8	335861	335960	99	2
NC_001134.8	336174	336191	17	2
NC_001134.8	336621	337035	414	2
NC_001134.8	337186	337204	18	2
NC_001134.8	337560	337801	241	2
NC_001134.8	338169	338328	159	2
NC_001134.8	338598	338605	7	2
NC_001134.8	338864	338882	18	2
NC_001134.8	339125	339134	9	2
NC_001134.8	339461	339484	23	2
NC_001134.8	339895	339904	9	2
NC_001134.8	340226	340512	286	2
NC_001134.8	340893	340902	9	2
NC_001134.8	341075	341089	14	2
NC_001134.8	341485	341614	129	2
NC_001134.8	341879	342083	204	2
NC_001134.8	342518	342532	14	2
NC_001134.8	342933	342939	6	2
NC_001134.8	343781	343921	140	2
NC_001134.8	344306	344374	68	2
NC_001134.8	344651	344658	7	2
NC_001134.8	344861	345018	157	2
NC_001134.8	345342	345394	52	2
NC_001134.8	345606	345693	87	2
NC_001134.8	345955	345969	14	2
NC_001134.8	346425	346440	15	2
NC_001134.8	347511	347779	268	2
NC_001134.8	348018	348025	7	2
NC_001134.8	348302	348309	7	2
NC_001134.8	349003	349013	10	2
NC_001134.8	349179	349189	10	2
NC_001134.8	349364	349829	465	2
NC_001134.8	350122	350219	97	2
NC_001134.8	350433	350447	14	2
NC_001134.8	350619	350874	255	2
NC_001134.8	351198	351499	301	2
NC_001134.8	351705	352429	724	2
NC_001134.8	352580	352991	411	2
NC_001134.8	353473	353629	156	2
NC_001134.8	353900	354046	146	2
NC_001134.8	354242	354258	16	2
NC_001134.8	354465	354669	204	2
NC_001134.8	354908	355120	212	2
NC_001134.8	355362	355410	48	2
NC_001134.8	355753	355779	26	2
NC_001134.8	356172	356384	212	2
NC_001134.8	356753	356798	45	2
NC_001134.8	357038	357048	10	2
NC_001134.8	357640	357963	323	2
NC_001134.8	358185	358194	9	2
NC_001134.8	358643	358658	15	2
NC_001134.8	359429	359444	15	2
NC_001134.8	359687	359781	94	2
NC_001134.8	360046	360341	295	2
NC_001134.8	360803	360865	62	2
NC_001134.8	361220	361235	15	2
NC_001134.8	361422	361437	15	2
NC_001134.8	361769	361780	11	2
NC_001134.8	361938	361951	13	2
NC_001134.8	362297	362311	14	2
NC_001134.8	362475	362602	127	2
NC_001134.8	362902	362917	15	2
NC_001134.8	363241	363699	458	2
NC_001134.8	364025	364351	326	2
NC_001134.8	364502	364516	14	2
NC_001134.8	365107	365117	10	2
NC_001134.8	365272	365290	18	2
NC_001134.8	365732	366000	268	2
NC_001134.8	366163	366253	90	2
NC_001134.8	366563	366875	312	2
NC_001134.8	367294	367361	67	2
NC_001134.8	367741	368014	273	2
NC_001134.8	368187	368614	427	2
NC_001134.8	369041	369211	170	2
NC_001134.8	369946	370113	167	2
NC_001134.8	370299	370706	407	2
NC_001134.8	370877	371282	405	2
NC_001134.8	371718	371732	14	2
NC_001134.8	371986	371994	8	2
NC_001134.8	372162	372801	639	2
NC_001134.8	373329	373453	124	2
NC_001134.8	373767	373911	144	2
NC_001134.8	374080	374208	128	2
NC_001134.8	374436	374649	213	2
NC_001134.8	375102	375120	18	2
NC_001134.8	375424	375436	12	2
NC_001134.8	375639	375649	10	2
NC_001134.8	375943	376562	619	2
NC_001134.8	377048	377157	109	2
NC_001134.8	377594	377769	175	2
NC_001134.8	378003	378012	9	2
NC_001134.8	378241	378250	9	2
NC_001134.8	378712	378725	13	2
NC_001134.8	379284	379299	15	2
NC_001134.8	379618	379628	10	2
NC_001134.8	380064	380074	10	2
NC_001134.8	380502	380638	136	2
NC_001134.8	380814	380825	11	2
NC_001134.8	381299	381509	210	2
NC_001134.8	382018	382035	17	2
NC_001134.8	382248	382265	17	2
NC_001134.8	382427	382436	9	2
NC_001134.8	382650	382658	8	2
NC_001134.8	383008	383202	194	2
NC_001134.8	383394	383547	153	2
NC_001134.8	383825	384044	219	2
NC_001134.8	384338	384425	87	2
NC_001134.8	384745	384800	55	2
NC_001134.8	384975	384988	13	2
NC_001134.8	385174	385990	816	2
NC_001134.8	386209	386638	429	2
NC_001134.8	386809	386962	153	2
NC_001134.8	387226	387354	128	2
NC_001134.8	387674	387684	10	2
NC_001134.8	387908	388058	150	2
NC_001134.8	388230	388241	11	2
NC_001134.8	388452	388462	10	2
NC_001134.8	390056	390217	161	2
NC_001134.8	391249	391325	76	2
NC_001134.8	391633	391879	246	2
NC_001134.8	392101	392121	20	2
NC_001134.8	392712	392720	8	2
NC_001134.8	392941	393217	276	3
NC_001134.8	393453	393462	9	3
NC_001134.8	393854	393863	9	3
NC_001134.8	394267	394400	133	3
NC_001134.8	394652	395011	359	3
NC_001134.8	395224	395271	47	3
NC_001134.8	395652	395661	9	3
NC_001134.8	395821	396403	582	3
NC_001134.8	396579	396649	70	3
NC_001134.8	397044	397063	19	3
NC_001134.8	397489	397914	425	3
NC_001134.8	398194	398306	112	3
NC_001134.8	398731	398748	17	3
NC_001134.8	398959	399022	63	3
NC_001134.8	399650	399777	127	3
NC_001134.8	399958	399971	13	3
NC_001134.8	400158	400199	41	3
NC_001134.8	400355	401616	1261	3
NC_001134.8	401782	401792	10	3
NC_001134.8	402457	402860	403	3
NC_001134.8	403693	403703	10	3
NC_001134.8	403871	404135	264	3
NC_001134.8	404516	404526	10	3
NC_001134.8	404717	405105	388	3
NC_001134.8	405451	405720	269	3
NC_001134.8	406252	406381	129	3
NC_001134.8	406667	406696	29	3
NC_001134.8	406936	406947	11	3
NC_001134.8	407335	407342	7	3
NC_001134.8	407556	407564	8	3
NC_001134.8	407937	408182	245	3
NC_001134.8	408504	408520	16	3
NC_001134.8	409024	409033	9	3
NC_001134.8	409404	409415	11	3
NC_001134.8	409705	409904	199	3
NC_001134.8	410268	410385	117	3
NC_001134.8	410611	410664	53	3
NC_001134.8	411099	411148	49	3
NC_001134.8	411534	411550	16	3
NC_001134.8	411746	411762	16	3
NC_001134.8	412031	412039	8	3
NC_001134.8	412399	412410	11	3
NC_001134.8	412605	412623	18	3
NC_001134.8	412889	412895	6	3
NC_001134.8	413361	413503	142	3
NC_001134.8	413932	414141	209	3
NC_001134.8	414343	414500	157	3
NC_001134.8	414657	414949	292	3
NC_001134.8	415512	415528	16	3
NC_001134.8	415785	415947	162	3
NC_001134.8	416186	416252	66	3
NC_001134.8	416572	416645	73	3
NC_001134.8	417201	417223	22	3
NC_001134.8	417472	417915	443	3
NC_001134.8	418537	419146	609	3
NC_001134.8	419480	420038	558	3
NC_001134.8	420739	420748	9	3
NC_001134.8	421104	421120	16	3
NC_001134.8	421293	421526	233	3
NC_001134.8	421872	422061	189	3
NC_001134.8	422341	422671	330	3
NC_001134.8	423015	423022	7	3
NC_001134.8	423731	423950	219	3
NC_001134.8	424306	424324	18	3
NC_001134.8	424737	424752	15	3
NC_001134.8	425360	425369	9	3
NC_001134.8	425950	426164	214	3
NC_001134.8	426324	426670	346	3
NC_001134.8	426996	427195	199	3
NC_001134.8	427375	427388	13	3
NC_001134.8	427552	428158	606	3
NC_001134.8	428542	428709	167	3
NC_001134.8	428932	429058	126	3
NC_001134.8	429224	429321	97	3
NC_001134.8	429474	429626	152	3
NC_001134.8	429933	429998	65	3
NC_001134.8	430374	430384	10	3
NC_001134.8	430725	431173	448	3
NC_001134.8	431598	431692	94	3
NC_001134.8	432065	432225	160	3
NC_001134.8	433506	433760	254	3
NC_001134.8	435061	435072	11	3
NC_001134.8	435322	435331	9	3
NC_001134.8	435586	435667	81	3
NC_001134.8	435846	436016	170	3
NC_001134.8	436170	436181	11	3
NC_001134.8	436348	436446	98	3
NC_001134.8	436662	436677	15	3
NC_001134.8	436961	436972	11	3
NC_001134.8	437241	437550	309	3
NC_001134.8	437716	437766	50	3
NC_001134.8	438041	438228	187	3
NC_001134.8	438457	438474	17	3
NC_001134.8	438871	438972	101	3
NC_001134.8	439123	439137	14	3
NC_001134.8	439310	439755	445	3
NC_001134.8	440009	440020	11	3
NC_001134.8	440376	440520	144	3
NC_001134.8	440766	441713	947	3
NC_001134.8	442168	442176	8	3
NC_001134.8	442381	442394	13	3
